HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
28,90,12/01/2016,1,1,D,1,0,H,11,6,2,2,7,9,9,4,0,2,0,0
94,78,12/01/2016,3,3,D,2,0,H,11,16,7,5,15,11,6,4,3,3,0,0
9,77,16/01/2016,5,0,H,3,0,H,12,17,9,7,6,10,5,7,0,2,0,0
12,66,16/01/2016,1,0,H,0,0,D,15,6,1,2,13,13,1,3,3,1,0,1
19,90,16/01/2016,2,3,A,0,3,A,14,11,6,2,5,5,9,5,2,0,0,0
27,78,16/01/2016,1,2,A,0,1,A,12,7,6,4,5,8,7,4,0,0,0,0
28,18,16/01/2016,0,2,A,0,0,D,14,7,7,3,9,15,7,8,2,2,0,0
34,40,16/01/2016,2,2,D,0,1,A,12,7,3,5,2,13,6,3,0,1,0,0
68,82,16/01/2016,0,0,D,0,0,D,15,13,7,1,10,11,9,7,0,2,0,0
80,6,16/01/2016,0,3,A,0,2,A,9,14,5,4,10,13,6,10,4,2,0,0
87,30,16/01/2016,4,3,H,1,3,A,20,6,11,4,7,9,9,2,0,3,0,0
94,26,16/01/2016,3,1,H,3,0,H,8,11,7,3,7,7,4,4,2,2,0,0
57,70,17/01/2016,3,1,H,3,0,H,11,8,4,5,13,12,13,7,2,2,0,0
27,37,19/01/2016,1,1,D,1,0,H,9,11,4,2,7,7,5,2,1,0,0,0
6,75,23/01/2016,6,1,H,1,0,H,16,7,10,3,9,10,5,4,0,1,0,0
18,80,23/01/2016,1,2,A,1,0,H,17,9,5,3,13,15,12,4,2,2,0,0
26,57,23/01/2016,1,2,A,1,1,D,16,10,6,5,8,9,10,6,0,1,0,0
30,94,23/01/2016,1,1,D,1,1,D,7,13,4,10,3,10,5,9,1,3,0,0
37,34,23/01/2016,0,0,D,0,0,D,15,11,4,6,13,11,3,5,3,3,0,0
40,68,23/01/2016,2,1,H,0,1,A,15,19,3,3,6,14,7,4,2,1,0,0
66,19,23/01/2016,0,1,A,0,1,A,16,10,5,5,5,20,10,2,0,2,0,0
70,12,23/01/2016,1,1,D,1,0,H,8,8,2,4,10,10,5,1,1,0,0,1
77,27,23/01/2016,3,0,H,0,0,D,11,11,8,1,13,8,6,10,0,0,0,0
78,87,23/01/2016,1,1,D,1,0,H,5,15,4,6,12,11,5,0,2,2,0,0
82,28,23/01/2016,3,0,H,2,0,H,11,14,7,4,16,8,3,12,1,1,1,0
90,9,23/01/2016,1,1,D,0,0,D,14,9,7,6,9,10,5,2,3,3,0,0
9,78,26/01/2016,0,0,D,0,0,D,16,11,3,3,8,13,4,4,0,3,0,0
12,6,26/01/2016,0,1,A,0,1,A,10,16,2,6,11,17,6,3,1,1,0,0
19,30,26/01/2016,0,0,D,0,0,D,13,5,4,0,18,10,6,2,2,1,0,0
34,70,26/01/2016,1,2,A,0,1,A,12,7,6,5,14,11,2,4,0,1,0,0
68,18,26/01/2016,0,1,A,0,1,A,9,10,2,4,14,5,5,7,2,1,0,0
80,66,26/01/2016,0,1,A,0,1,A,4,9,1,4,7,17,4,7,1,3,0,0
9,40,30/01/2016,1,0,H,1,0,H,8,10,2,0,9,14,3,6,2,2,0,0
12,37,30/01/2016,2,1,H,0,0,D,10,12,6,6,16,16,3,3,2,2,0,0
28,77,30/01/2016,1,2,A,0,1,A,18,13,8,4,9,18,5,3,0,1,1,0
57,30,30/01/2016,1,1,D,0,0,D,15,6,8,2,13,11,8,5,2,2,0,0
75,18,30/01/2016,2,1,H,2,0,H,11,10,3,3,14,5,4,3,0,0,0,0
87,6,30/01/2016,0,1,A,0,0,D,6,16,3,4,9,10,5,2,2,2,0,0
94,70,30/01/2016,3,0,H,2,0,H,22,6,4,2,11,5,4,2,0,1,0,1
34,90,02/02/2016,1,2,A,0,0,D,12,9,3,6,7,13,3,3,0,0,0,0
70,87,02/02/2016,1,0,H,1,0,H,6,8,4,3,7,13,5,6,0,2,0,0
80,82,02/02/2016,1,2,A,0,1,A,14,14,4,7,2,14,10,4,0,2,0,1
18,12,06/02/2016,3,1,H,1,0,H,12,11,6,5,6,7,2,4,0,1,0,0
26,68,06/02/2016,0,1,A,0,0,D,17,8,5,3,7,13,12,5,2,2,0,2
30,75,06/02/2016,2,0,H,2,0,H,5,15,3,5,7,10,10,8,1,2,0,0
40,87,06/02/2016,0,0,D,0,0,D,11,9,3,2,6,6,10,3,0,1,0,0
78,94,06/02/2016,0,2,A,0,0,D,12,11,3,4,15,11,6,4,2,0,0,0
82,27,06/02/2016,3,0,H,0,0,D,22,5,7,1,9,2,9,8,3,0,0,1
90,57,06/02/2016,0,3,A,0,0,D,7,8,4,6,9,8,6,4,0,1,0,0
6,19,07/02/2016,3,0,H,1,0,H,12,7,6,0,6,13,3,5,1,2,0,0
37,80,07/02/2016,0,0,D,0,0,D,11,10,4,2,12,12,3,8,0,1,0,0
70,28,07/02/2016,1,1,D,0,1,A,13,6,7,4,6,15,9,4,0,1,0,0
18,26,12/02/2016,1,0,H,1,0,H,9,3,4,1,7,19,8,4,0,3,0,0
9,80,13/02/2016,2,3,A,1,3,A,12,8,8,6,10,16,6,8,1,1,0,0
27,87,13/02/2016,1,4,A,0,1,A,15,12,7,7,3,8,8,1,0,0,0,0
28,19,13/02/2016,6,0,H,4,0,H,12,14,7,4,13,13,6,3,0,4,0,0
30,90,13/02/2016,1,1,D,0,1,A,4,19,2,8,7,7,4,7,0,0,0,0
34,78,13/02/2016,0,1,A,0,1,A,7,10,4,5,7,12,3,10,1,1,0,0
40,6,13/02/2016,2,1,H,1,0,H,7,8,3,2,11,5,2,9,1,0,0,0
68,12,13/02/2016,0,4,A,0,1,A,13,12,4,6,15,11,6,2,2,0,0,0
70,37,13/02/2016,0,0,D,0,0,D,9,9,0,3,13,12,8,4,2,3,0,0
75,57,13/02/2016,0,1,A,0,0,D,8,6,2,1,10,12,6,15,2,3,0,0
77,82,13/02/2016,1,0,H,1,0,H,14,4,5,3,9,16,5,2,0,4,0,0
94,66,13/02/2016,0,0,D,0,0,D,6,8,3,5,10,11,4,7,2,1,0,0
9,66,16/02/2016,0,0,D,0,0,D,13,10,3,6,6,11,7,8,0,0,0,0
12,82,16/02/2016,2,0,H,1,0,H,14,2,4,2,10,9,7,4,1,3,0,0
19,78,16/02/2016,1,0,H,1,0,H,8,3,4,0,7,10,7,5,0,1,0,0
27,26,16/02/2016,1,1,D,0,0,D,14,5,8,2,13,12,3,2,1,2,0,1
57,77,16/02/2016,0,2,A,0,1,A,9,8,4,3,12,14,5,4,0,0,0,0
75,30,16/02/2016,2,2,D,2,2,D,10,7,3,5,12,10,5,0,2,1,0,0
6,34,20/02/2016,1,0,H,0,0,D,15,4,10,2,7,13,14,4,1,1,0,0
12,75,20/02/2016,2,2,D,1,1,D,11,7,6,4,16,15,10,2,1,1,0,0
19,27,20/02/2016,5,2,H,1,2,A,11,11,6,4,16,8,3,8,0,1,0,1
26,30,20/02/2016,3,1,H,2,1,H,8,15,5,7,7,10,6,5,0,2,0,0
37,77,20/02/2016,2,1,H,2,0,H,13,7,5,5,14,14,4,6,3,2,0,0
57,68,20/02/2016,3,0,H,1,0,H,8,4,4,3,16,14,6,7,2,3,0,0
66,40,20/02/2016,2,1,H,0,1,A,13,6,6,2,11,12,8,8,2,1,0,0
78,70,20/02/2016,1,0,H,0,0,D,11,5,4,0,16,10,2,10,3,2,0,0
87,9,20/02/2016,3,2,H,1,1,D,17,6,11,4,11,11,11,3,2,1,0,0
90,94,20/02/2016,1,2,A,0,1,A,5,15,3,4,13,15,7,1,5,1,0,0
82,18,22/02/2016,3,1,H,1,1,D,7,11,4,4,12,9,1,10,0,0,0,0
19,6,23/02/2016,0,0,D,0,0,D,5,10,2,3,12,18,8,4,5,2,0,1
68,66,23/02/2016,1,2,A,1,1,D,15,14,6,6,12,12,4,4,1,2,0,0
75,37,23/02/2016,1,0,H,1,0,H,6,10,2,1,11,7,2,7,1,1,0,0
70,82,26/02/2016,3,1,H,3,0,H,12,5,4,1,8,16,5,5,1,3,0,0
9,12,27/02/2016,0,1,A,0,0,D,8,18,4,7,10,14,1,6,0,1,1,0
18,90,27/02/2016,0,0,D,0,0,D,9,10,3,4,4,14,3,9,0,1,0,0
27,80,27/02/2016,0,0,D,0,0,D,9,7,0,0,9,12,5,8,2,3,0,0
28,37,27/02/2016,1,2,A,0,0,D,19,15,3,7,12,11,5,3,2,0,0,0
30,6,27/02/2016,1,2,A,1,0,H,6,15,2,7,5,14,3,8,2,3,0,0
34,57,27/02/2016,1,1,D,1,1,D,10,6,4,5,12,13,4,6,3,2,0,0
40,26,27/02/2016,1,2,A,0,2,A,17,5,6,3,10,8,10,4,2,2,0,0
68,87,27/02/2016,1,2,A,1,0,H,14,17,5,5,19,14,5,4,4,3,0,0
75,78,27/02/2016,2,0,H,0,0,D,8,10,2,4,16,10,5,10,1,3,0,0
77,66,27/02/2016,1,1,D,0,0,D,13,5,6,2,5,15,4,5,0,1,0,0
94,19,27/02/2016,3,0,H,3,0,H,13,6,7,4,7,17,7,3,1,4,0,0
6,28,01/03/2016,2,0,H,1,0,H,15,8,8,4,15,7,4,5,2,1,0,0
12,27,01/03/2016,1,2,A,1,1,D,12,10,7,4,12,13,7,6,1,3,0,0
19,68,01/03/2016,3,1,H,2,0,H,12,7,6,3,8,10,2,8,0,3,0,1
26,9,01/03/2016,1,1,D,0,0,D,6,15,2,7,6,6,7,5,0,1,0,1
37,40,01/03/2016,2,1,H,2,1,H,8,9,4,3,13,12,5,9,1,1,0,0
57,94,01/03/2016,0,0,D,0,0,D,20,5,6,1,9,13,10,7,2,2,0,1
66,70,01/03/2016,1,1,D,0,0,D,13,10,4,6,13,12,1,4,2,3,0,0
78,18,01/03/2016,0,1,A,0,0,D,4,12,1,6,16,6,2,7,2,1,0,0
80,75,01/03/2016,2,0,H,2,0,H,13,7,4,1,7,14,7,11,0,1,0,0
82,30,01/03/2016,1,1,D,0,0,D,6,7,2,2,13,10,6,8,4,1,0,0
87,34,01/03/2016,2,0,H,1,0,H,12,9,8,4,7,15,5,5,1,1,0,1
90,77,01/03/2016,0,0,D,0,0,D,12,10,3,2,13,13,9,1,0,0,0,0
19,12,05/03/2016,0,0,D,0,0,D,5,10,4,1,10,12,3,9,1,2,0,0
28,75,05/03/2016,0,1,A,0,0,D,9,11,5,4,12,14,1,7,0,1,0,0
30,18,05/03/2016,1,1,D,1,1,D,6,13,2,4,16,16,3,11,4,1,0,0
34,80,05/03/2016,0,1,A,0,0,D,15,6,10,2,7,11,12,8,0,3,0,0
37,78,05/03/2016,2,2,D,1,1,D,9,14,2,6,14,17,1,10,1,1,1,0
57,9,05/03/2016,3,0,H,2,0,H,11,7,3,2,9,18,6,4,3,2,0,1
70,27,05/03/2016,2,0,H,1,0,H,11,9,7,3,8,8,3,4,1,0,0,0
77,40,05/03/2016,0,0,D,0,0,D,15,7,9,1,10,12,13,3,2,2,0,0
82,26,05/03/2016,0,1,A,0,0,D,8,14,3,6,7,9,5,4,1,2,0,0
90,6,05/03/2016,1,3,A,1,1,D,8,9,6,4,5,9,1,2,0,1,0,0
94,68,05/03/2016,1,1,D,0,0,D,15,8,9,3,12,16,6,4,1,4,0,0
12,18,08/03/2016,2,0,H,2,0,H,11,9,5,3,18,19,6,6,1,3,0,0
77,34,08/03/2016,2,0,H,1,0,H,13,7,8,0,10,11,8,1,1,0,0,0
80,28,08/03/2016,2,1,H,2,1,H,7,11,5,5,18,9,5,4,2,2,0,0
6,82,12/03/2016,0,2,A,0,1,A,13,10,6,4,8,17,3,7,2,2,0,0
9,28,12/03/2016,0,1,A,0,1,A,12,12,3,2,14,15,8,8,2,0,0,0
12,34,12/03/2016,2,1,H,1,0,H,11,10,4,1,9,12,7,6,1,0,0,0
18,37,12/03/2016,2,1,H,1,0,H,19,5,5,1,10,12,10,1,0,2,0,1
26,90,12/03/2016,1,4,A,1,1,D,8,10,3,8,5,11,1,3,3,1,1,0
27,94,12/03/2016,3,3,D,1,2,A,13,17,6,10,10,4,2,9,2,0,0,0
40,30,12/03/2016,3,0,H,1,0,H,13,12,8,4,8,12,8,3,1,1,0,0
68,70,12/03/2016,2,3,A,2,0,H,16,17,8,6,14,10,3,5,2,2,0,0
75,19,12/03/2016,3,0,H,2,0,H,12,8,5,2,10,14,6,2,0,1,0,0
78,66,12/03/2016,3,0,H,2,0,H,8,5,5,3,15,7,5,3,1,0,0,0
80,77,12/03/2016,2,2,D,1,0,H,12,8,4,4,13,14,7,4,3,2,0,0
87,57,12/03/2016,2,2,D,0,2,A,9,6,4,3,4,17,5,5,3,2,0,0
37,90,15/03/2016,0,1,A,0,0,D,11,6,5,1,12,8,10,5,0,0,0,0
66,9,15/03/2016,1,0,H,0,0,D,12,11,5,2,12,10,4,5,2,2,0,0
19,80,19/03/2016,2,2,D,1,2,A,12,11,5,7,11,10,7,5,2,2,0,0
28,87,19/03/2016,0,0,D,0,0,D,10,18,3,6,17,10,7,3,1,2,0,0
30,9,19/03/2016,1,2,A,0,1,A,20,16,8,9,8,7,14,7,1,1,0,1
34,68,19/03/2016,1,2,A,1,1,D,9,11,4,5,9,16,7,7,1,3,0,0
37,6,19/03/2016,0,2,A,0,0,D,9,4,4,2,8,20,2,8,1,3,0,0
57,78,19/03/2016,1,0,H,1,0,H,9,2,3,2,5,14,5,9,0,2,0,0
66,75,19/03/2016,2,3,A,1,1,D,9,6,5,3,7,14,2,1,0,1,0,1
70,18,19/03/2016,0,4,A,0,2,A,7,8,3,5,8,6,5,4,1,0,0,0
77,26,19/03/2016,1,1,D,1,0,H,10,7,2,4,14,13,4,5,1,1,0,0
82,40,19/03/2016,1,1,D,1,0,H,12,16,4,5,10,17,1,9,1,4,0,0
90,27,19/03/2016,2,1,H,0,1,A,15,17,4,7,9,13,5,8,3,2,0,0
94,12,19/03/2016,1,0,H,0,0,D,9,8,3,2,14,14,11,3,2,1,0,0
6,77,25/03/2016,0,0,D,0,0,D,6,8,3,1,12,14,8,3,2,1,0,0
9,19,25/03/2016,1,1,D,0,0,D,9,13,4,5,11,14,2,2,0,0,0,0
27,34,25/03/2016,4,1,H,0,1,A,12,4,7,3,2,12,6,2,1,0,0,0
68,28,25/03/2016,3,1,H,1,0,H,17,22,6,13,17,8,9,10,2,1,0,0
75,82,25/03/2016,4,1,H,1,1,D,14,4,7,3,15,7,5,3,2,0,0,0
78,30,25/03/2016,3,2,H,1,0,H,13,13,5,7,12,9,8,9,1,1,0,0
80,70,25/03/2016,1,1,D,0,0,D,17,14,5,6,9,11,3,5,3,2,1,0
87,94,25/03/2016,1,4,A,0,1,A,7,10,3,5,13,16,1,5,1,2,1,0
12,57,26/03/2016,1,0,H,0,0,D,6,6,4,2,11,17,1,3,1,4,0,0
18,66,26/03/2016,0,0,D,0,0,D,10,5,1,0,9,18,10,7,2,1,0,0
26,37,26/03/2016,0,0,D,0,0,D,10,10,0,3,7,3,5,4,2,2,0,0
19,40,28/03/2016,0,1,A,0,1,A,14,9,1,3,4,17,2,6,1,4,0,0
30,12,28/03/2016,0,1,A,0,0,D,7,10,2,4,7,10,8,3,1,1,0,0
34,9,28/03/2016,0,1,A,0,0,D,10,11,3,6,20,12,8,3,3,4,0,0
57,18,28/03/2016,2,0,H,2,0,H,6,6,3,1,18,12,1,7,4,3,0,0
66,26,28/03/2016,1,0,H,0,0,D,10,5,3,0,8,7,5,4,0,1,0,0
70,6,28/03/2016,0,1,A,0,1,A,14,5,2,3,10,13,10,2,1,3,0,0
77,87,28/03/2016,6,0,H,2,0,H,15,5,10,1,6,8,4,3,0,1,0,0
94,75,28/03/2016,1,0,H,0,0,D,12,6,8,2,11,10,9,6,2,2,0,1
28,27,29/03/2016,0,1,A,0,1,A,17,8,3,5,8,7,8,6,2,1,0,0
82,78,30/03/2016,3,1,H,1,1,D,13,13,8,6,8,14,7,5,1,1,0,0
9,82,02/04/2016,2,0,H,0,0,D,9,13,4,5,9,8,7,6,0,1,0,0
12,77,02/04/2016,1,0,H,0,0,D,15,6,6,1,11,16,13,5,2,2,0,0
18,19,02/04/2016,1,1,D,0,0,D,18,11,5,5,12,14,4,4,1,3,1,0
26,70,02/04/2016,4,2,H,0,1,A,13,7,5,2,8,8,8,9,0,4,0,0
27,57,02/04/2016,0,0,D,0,0,D,13,8,5,3,7,10,6,7,1,0,0,0
40,28,02/04/2016,0,0,D,0,0,D,5,10,1,1,6,10,4,3,1,1,0,0
68,30,02/04/2016,3,0,H,2,0,H,18,7,11,1,14,5,6,8,2,1,0,0
75,34,02/04/2016,2,2,D,1,0,H,6,7,2,5,11,18,6,5,1,1,0,1
78,90,02/04/2016,2,0,H,2,0,H,10,12,4,4,20,15,4,6,2,1,0,0
80,94,02/04/2016,1,5,A,1,1,D,3,16,1,8,8,9,4,6,0,0,1,0
87,37,02/04/2016,1,1,D,0,1,A,7,13,1,5,13,14,1,9,3,3,0,0
37,68,05/04/2016,2,0,H,1,0,H,15,4,6,4,15,19,5,2,0,4,0,0
66,87,05/04/2016,2,0,H,1,0,H,11,6,5,2,5,10,5,4,3,6,0,0
6,26,09/04/2016,1,2,A,0,0,D,15,9,5,4,9,11,6,4,1,1,0,1
9,27,09/04/2016,0,1,A,0,0,D,6,18,3,7,4,9,1,2,2,0,0,0
12,87,09/04/2016,1,0,H,1,0,H,10,8,6,2,20,13,6,3,3,2,0,0
19,34,09/04/2016,1,0,H,0,0,D,13,14,5,3,12,6,9,18,1,1,0,0
57,80,09/04/2016,3,1,H,0,1,A,14,10,6,3,5,13,13,4,1,2,0,1
66,90,09/04/2016,1,0,H,0,0,D,6,10,3,5,14,13,2,4,3,0,0,0
68,75,09/04/2016,1,2,A,1,2,A,12,8,6,5,8,10,9,2,1,1,0,0
70,30,09/04/2016,3,0,H,1,0,H,10,3,5,0,9,11,5,2,1,1,0,0
77,18,09/04/2016,1,0,H,0,0,D,12,11,5,3,9,6,4,9,1,1,0,0
78,40,09/04/2016,0,0,D,0,0,D,18,9,8,1,7,13,12,1,2,5,0,0
82,37,09/04/2016,2,2,D,0,0,D,6,13,3,4,10,4,8,7,1,0,0,0
94,28,09/04/2016,1,0,H,0,0,D,6,7,4,4,6,16,7,4,0,2,0,0
6,66,12/04/2016,2,1,H,1,0,H,8,8,2,3,7,12,8,3,1,4,0,0
40,90,12/04/2016,1,2,A,0,0,D,12,10,5,4,9,6,6,5,1,2,0,0
18,6,16/04/2016,0,0,D,0,0,D,9,12,2,2,15,10,6,2,3,0,0,0
26,78,16/04/2016,0,3,A,0,2,A,8,14,3,7,9,11,6,7,1,0,0,0
27,68,16/04/2016,1,4,A,0,1,A,24,19,10,9,9,14,7,2,2,4,0,0
28,57,16/04/2016,2,1,H,0,1,A,18,9,4,3,11,9,4,8,0,2,0,1
30,77,16/04/2016,2,3,A,1,1,D,14,13,8,4,11,11,3,0,1,0,0,0
34,94,16/04/2016,3,1,H,0,1,A,14,7,6,2,19,12,9,7,3,2,0,1
37,66,16/04/2016,1,1,D,0,0,D,13,9,6,3,9,9,10,8,0,0,0,0
40,70,16/04/2016,0,2,A,0,2,A,14,7,5,5,15,7,12,4,5,3,0,0
75,9,16/04/2016,3,0,H,1,0,H,13,4,8,1,10,7,6,4,1,1,0,0
80,12,16/04/2016,1,1,D,0,0,D,2,16,1,7,13,13,0,17,2,2,0,0
87,19,16/04/2016,0,1,A,0,0,D,13,8,3,3,4,11,7,3,2,2,0,0
90,82,16/04/2016,1,0,H,0,0,D,22,7,10,4,11,12,7,3,2,2,0,0
6,68,19/04/2016,1,0,H,0,0,D,18,7,11,1,7,13,11,4,1,3,0,1
18,94,19/04/2016,1,1,D,1,1,D,5,3,1,2,15,20,5,6,4,2,0,0
26,34,19/04/2016,1,1,D,1,1,D,7,7,1,1,13,12,4,8,1,2,0,0
28,12,19/04/2016,1,0,H,0,0,D,5,17,3,5,7,4,4,7,4,1,0,1
30,27,19/04/2016,1,1,D,0,0,D,5,11,4,7,9,7,6,3,2,1,0,0
57,37,19/04/2016,1,0,H,0,0,D,6,12,2,4,13,7,5,7,2,2,0,0
75,40,19/04/2016,1,1,D,1,0,H,17,3,5,3,10,13,8,5,1,1,0,0
77,19,19/04/2016,2,1,H,1,0,H,10,17,6,6,9,8,7,6,2,3,0,1
80,78,19/04/2016,1,2,A,0,1,A,12,7,3,3,7,11,7,2,0,1,0,0
82,66,19/04/2016,0,1,A,0,0,D,15,12,5,6,9,5,11,2,1,1,0,0
90,87,19/04/2016,1,1,D,0,0,D,10,13,2,5,11,8,2,2,1,1,0,0
12,90,23/04/2016,4,0,H,0,0,D,15,7,12,3,8,13,11,2,2,2,0,0
19,57,23/04/2016,1,3,A,1,2,A,10,13,5,8,11,14,7,7,2,2,0,0
27,18,23/04/2016,0,3,A,0,1,A,8,17,4,8,8,6,0,11,2,1,1,0
34,28,23/04/2016,2,0,H,2,0,H,7,8,4,3,11,13,11,4,1,0,0,0
37,9,23/04/2016,0,0,D,0,0,D,10,9,3,4,8,14,4,4,1,1,0,0
40,80,23/04/2016,2,3,A,1,1,D,16,7,9,5,14,23,8,2,1,4,0,0
66,30,23/04/2016,1,0,H,0,0,D,11,11,4,5,4,11,7,12,1,2,0,0
68,77,23/04/2016,0,2,A,0,0,D,15,12,5,4,13,11,5,4,1,3,0,0
70,75,23/04/2016,4,1,H,2,0,H,16,10,14,4,9,13,5,3,0,1,0,0
78,6,23/04/2016,0,0,D,0,0,D,11,10,6,3,14,14,5,4,3,3,0,0
87,26,23/04/2016,1,0,H,0,0,D,20,4,5,2,9,15,11,5,0,1,0,1
94,82,23/04/2016,4,1,H,3,0,H,18,2,8,0,8,10,4,5,0,2,0,0
90,80,26/04/2016,2,1,H,2,0,H,17,5,6,3,8,12,2,2,1,2,0,0
6,27,30/04/2016,2,2,D,0,1,A,16,7,8,3,4,8,7,5,1,0,0,0
9,94,30/04/2016,0,4,A,0,0,D,13,14,1,8,6,7,6,5,0,0,0,0
18,40,30/04/2016,2,1,H,1,0,H,11,11,3,2,8,14,4,4,1,2,0,0
26,19,30/04/2016,3,0,H,2,0,H,16,5,6,2,9,11,7,2,0,5,0,0
28,78,30/04/2016,3,1,H,2,0,H,13,21,7,4,13,12,7,7,1,2,0,0
30,34,30/04/2016,3,1,H,1,1,D,8,11,3,3,16,6,4,10,0,0,0,0
57,66,30/04/2016,3,0,H,2,0,H,11,7,6,2,8,7,3,10,0,0,0,0
75,87,30/04/2016,2,2,D,1,2,A,19,11,8,4,16,8,13,3,3,1,0,2
77,70,30/04/2016,1,0,H,0,0,D,14,6,5,3,17,12,5,4,1,1,0,0
80,68,30/04/2016,3,4,A,0,1,A,18,13,5,7,15,11,14,6,1,3,1,0
82,12,30/04/2016,0,1,A,0,1,A,7,11,3,3,18,17,7,7,1,3,0,0
90,37,02/05/2016,3,1,H,2,0,H,11,10,6,6,7,9,7,4,0,1,0,0
12,26,08/05/2016,2,0,H,1,0,H,12,4,6,0,14,10,4,3,0,2,0,1
19,82,08/05/2016,3,2,H,2,2,D,7,8,2,5,10,8,4,2,0,2,0,0
27,75,08/05/2016,1,2,A,0,1,A,8,12,6,7,9,9,3,6,0,0,0,0
34,18,08/05/2016,0,0,D,0,0,D,4,9,1,3,8,6,1,5,0,1,0,0
37,30,08/05/2016,2,0,H,2,0,H,12,13,4,5,12,8,1,12,2,1,0,0
40,57,08/05/2016,1,2,A,0,0,D,11,7,5,4,16,15,5,5,1,2,0,1
66,28,08/05/2016,0,2,A,0,0,D,10,12,4,6,10,5,5,10,0,0,0,0
68,9,08/05/2016,5,1,H,0,1,A,17,11,11,4,16,7,4,7,3,1,0,0
70,90,08/05/2016,0,5,A,0,3,A,6,16,5,11,7,5,5,7,2,1,0,0
78,77,08/05/2016,0,2,A,0,1,A,12,6,2,4,11,6,9,4,1,0,0,0
87,80,08/05/2016,3,0,H,1,0,H,11,8,4,2,7,16,8,3,0,3,0,0
94,6,08/05/2016,1,4,A,1,2,A,8,10,4,7,11,6,4,3,1,1,1,0
1,51,08/08/2015,1,1,D,0,0,D,12,10,4,4,12,15,3,4,1,0,0,0
2,69,08/08/2015,0,2,A,0,1,A,14,11,3,6,9,7,11,5,1,0,0,0
16,62,08/08/2015,0,1,A,0,0,D,2,11,2,3,11,8,1,9,1,1,0,0
20,61,08/08/2015,3,0,H,1,0,H,10,14,7,2,9,12,3,7,1,2,0,0
36,97,08/08/2015,3,2,H,2,0,H,9,6,4,3,5,10,5,5,1,0,0,0
42,59,08/08/2015,2,0,H,1,0,H,11,15,5,4,12,14,4,4,4,2,0,0
48,5,08/08/2015,2,0,H,0,0,D,9,8,5,2,9,13,1,3,4,1,0,0
55,22,08/08/2015,1,1,D,1,1,D,14,10,6,3,13,12,6,5,0,1,0,0
67,29,08/08/2015,1,1,D,0,0,D,9,6,6,2,11,16,6,3,1,3,0,0
71,32,08/08/2015,3,0,H,0,0,D,12,4,5,0,3,6,11,2,0,0,0,0
83,65,08/08/2015,0,2,A,0,1,A,8,11,3,6,16,16,11,12,1,4,1,1
96,98,08/08/2015,3,0,H,2,0,H,7,6,3,0,14,13,6,3,3,1,0,0
65,55,14/08/2015,0,2,A,0,1,A,13,10,4,4,14,16,3,5,3,4,0,0
5,96,15/08/2015,0,2,A,0,0,D,15,12,2,5,10,13,7,2,1,4,0,0
22,20,15/08/2015,4,4,D,2,3,A,13,13,5,7,12,14,4,6,2,1,0,0
29,2,15/08/2015,1,2,A,1,0,H,10,11,3,6,6,14,2,6,3,1,0,0
32,48,15/08/2015,1,3,A,0,2,A,12,15,4,5,9,7,4,4,0,0,0,0
51,67,15/08/2015,2,2,D,1,0,H,13,15,5,5,9,11,10,10,0,1,0,0
59,1,15/08/2015,1,0,H,1,0,H,7,15,4,4,7,6,5,6,1,1,0,0
61,83,15/08/2015,2,2,D,0,1,A,12,11,4,3,8,9,9,4,0,2,0,0
62,36,15/08/2015,3,0,H,2,0,H,12,7,6,4,13,10,4,3,2,2,0,0
69,71,15/08/2015,1,2,A,0,1,A,8,12,4,7,18,8,6,5,3,3,0,0
97,16,15/08/2015,0,1,A,0,0,D,4,16,1,8,9,7,3,11,0,0,1,0
98,42,15/08/2015,1,2,A,0,0,D,14,12,8,5,10,10,10,3,1,3,0,0
1,55,18/08/2015,1,0,H,1,0,H,12,6,5,2,14,16,6,2,3,7,0,0
2,20,18/08/2015,1,2,A,1,0,H,11,10,5,4,6,10,7,6,2,1,0,0
5,62,18/08/2015,2,0,H,0,0,D,10,8,4,5,8,12,6,4,1,1,0,1
29,71,18/08/2015,0,0,D,0,0,D,4,9,1,3,12,6,0,8,2,0,0,0
32,36,18/08/2015,1,2,A,0,1,A,15,9,4,3,13,11,5,5,1,0,0,0
42,61,18/08/2015,1,0,H,0,0,D,8,13,3,3,5,7,5,5,1,0,0,0
48,83,18/08/2015,3,0,H,0,0,D,12,7,4,2,10,9,8,13,1,4,0,0
51,16,18/08/2015,0,1,A,0,0,D,4,15,1,3,10,9,2,8,2,2,0,0
59,96,18/08/2015,0,1,A,0,0,D,10,12,5,4,14,14,10,2,0,3,0,0
67,65,18/08/2015,3,1,H,1,1,D,16,7,8,3,10,11,11,4,1,3,0,0
69,22,18/08/2015,4,1,H,1,0,H,12,11,7,7,4,7,2,8,1,0,0,0
98,97,18/08/2015,1,0,H,0,0,D,13,4,5,1,10,15,7,1,1,0,0,0
16,5,22/08/2015,3,1,H,1,0,H,15,8,7,2,6,13,9,1,2,1,0,0
20,29,22/08/2015,0,3,A,0,1,A,12,10,6,3,9,11,7,4,1,1,0,1
22,2,22/08/2015,1,1,D,0,1,A,11,10,5,5,8,7,10,1,3,1,0,0
36,98,22/08/2015,0,0,D,0,0,D,15,7,5,2,7,9,6,3,1,3,0,0
