HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
18,23,27/11/2018,1,2,A,1,1,D,18,6,7,3,8,18,16,2,0,0,0,0
34,9,27/11/2018,2,0,H,1,0,H,10,6,3,1,9,17,4,6,1,2,0,0
37,28,27/11/2018,3,0,H,0,0,D,12,10,9,5,15,7,4,8,1,0,0,0
51,12,27/11/2018,4,0,H,3,0,H,13,11,9,3,11,15,5,10,0,2,0,0
67,75,27/11/2018,4,2,H,2,1,H,19,9,11,5,9,18,8,4,1,5,0,0
68,2,27/11/2018,1,0,H,0,0,D,16,10,7,1,9,11,4,5,0,0,0,0
71,90,27/11/2018,2,0,H,1,0,H,18,6,6,0,15,11,5,8,1,3,0,0
80,69,27/11/2018,2,0,H,1,0,H,15,4,7,1,15,13,6,6,2,2,0,0
82,77,27/11/2018,2,0,H,1,0,H,13,7,4,3,13,11,4,3,0,2,0,1
85,6,27/11/2018,4,2,H,3,1,H,8,13,4,4,2,11,2,8,0,2,0,0
2,75,08/12/2018,1,1,D,0,1,A,9,11,4,3,9,17,1,4,1,1,0,0
9,23,08/12/2018,2,1,H,1,0,H,12,6,4,2,14,8,9,6,1,2,0,0
16,34,08/12/2018,0,4,A,0,2,A,20,14,3,9,15,16,8,2,0,1,0,0
18,80,08/12/2018,2,1,H,1,0,H,8,9,3,4,19,19,6,5,4,1,0,0
51,37,08/12/2018,2,0,H,1,0,H,9,6,2,3,10,13,3,3,1,3,0,0
68,67,08/12/2018,2,2,D,1,1,D,13,8,6,5,21,15,8,6,3,3,0,0
69,12,08/12/2018,3,3,D,1,2,A,20,8,8,6,11,13,8,6,1,4,0,0
71,82,08/12/2018,2,0,H,2,0,H,11,4,7,0,6,16,6,6,1,3,0,0
77,40,08/12/2018,0,2,A,0,0,D,17,18,7,3,16,15,5,7,3,1,0,0
90,28,08/12/2018,2,1,H,0,1,A,12,12,5,6,18,14,7,2,2,4,0,0
96,6,08/12/2018,1,0,H,0,0,D,7,5,4,2,4,12,6,9,0,2,0,0
71,23,11/12/2018,1,2,A,0,2,A,18,8,8,4,13,12,10,3,4,2,1,0
6,71,15/12/2018,1,1,D,0,1,A,18,9,5,2,14,9,9,2,2,3,0,0
12,90,15/12/2018,4,0,H,1,0,H,16,11,9,4,10,15,5,5,1,1,0,0
23,2,15/12/2018,2,0,H,0,0,D,10,5,5,3,5,10,2,5,2,1,1,1
28,51,15/12/2018,1,2,A,0,1,A,8,13,4,4,17,16,1,5,1,2,0,0
34,77,15/12/2018,3,0,H,2,0,H,13,12,6,2,20,15,3,7,3,1,0,0
37,18,15/12/2018,1,0,H,0,0,D,7,7,3,3,7,7,8,4,2,0,0,0
40,96,15/12/2018,2,2,D,0,2,A,10,16,4,9,13,10,7,10,2,0,0,0
67,9,15/12/2018,2,0,H,2,0,H,9,5,5,0,14,17,2,6,1,3,0,0
75,69,15/12/2018,1,2,A,0,0,D,17,8,6,2,13,10,7,3,1,0,0,0
80,68,15/12/2018,2,2,D,1,1,D,7,8,4,6,17,11,4,4,1,1,0,0
82,1,15/12/2018,3,0,H,2,0,H,10,14,7,4,11,8,8,9,0,2,0,0
85,16,15/12/2018,2,1,H,1,1,D,16,9,4,3,10,10,2,5,3,3,0,0
9,6,22/12/2018,0,1,A,0,0,D,8,14,2,5,8,12,4,5,1,4,0,0
12,77,22/12/2018,2,0,H,2,0,H,23,12,10,3,15,15,9,4,2,3,0,1
16,37,22/12/2018,2,1,H,1,1,D,17,7,3,3,13,14,8,4,3,6,0,1
23,40,22/12/2018,2,0,H,2,0,H,13,12,6,2,17,14,9,7,1,0,0,0
34,67,22/12/2018,2,2,D,1,0,H,6,13,3,5,13,13,3,6,2,4,0,0
51,18,22/12/2018,2,0,H,1,0,H,8,5,5,1,17,22,3,6,0,4,0,0
68,90,22/12/2018,1,1,D,0,1,A,8,13,2,8,7,17,7,8,2,1,0,0
69,1,22/12/2018,0,3,A,0,0,D,24,17,9,7,6,8,11,7,1,3,0,0
71,85,22/12/2018,3,1,H,0,0,D,10,5,5,1,15,15,4,2,3,1,0,1
80,28,22/12/2018,1,0,H,0,0,D,12,6,2,2,17,12,4,2,3,1,0,0
82,75,22/12/2018,1,2,A,0,1,A,10,14,6,4,11,18,8,6,1,2,0,0
96,2,22/12/2018,1,2,A,0,1,A,12,4,4,3,11,15,8,2,0,1,0,0
1,80,26/12/2018,2,1,H,2,0,H,19,8,9,3,9,15,4,3,1,1,0,0
2,69,26/12/2018,2,1,H,1,1,D,5,5,3,1,11,11,10,2,0,2,0,0
6,68,26/12/2018,2,0,H,1,0,H,16,3,5,1,15,9,8,1,1,1,0,0
18,96,26/12/2018,3,1,H,3,1,H,15,6,5,3,12,20,3,5,1,3,0,0
28,23,26/12/2018,2,1,H,1,0,H,15,7,4,4,14,18,5,2,1,4,0,0
37,34,26/12/2018,3,0,H,1,0,H,10,12,4,2,17,14,4,5,2,3,0,0
40,71,26/12/2018,2,0,H,1,0,H,6,20,3,5,13,6,2,10,2,1,0,0
67,82,26/12/2018,0,1,A,0,0,D,6,4,1,1,9,9,4,3,2,3,0,0
75,9,26/12/2018,2,1,H,1,1,D,30,8,9,2,11,6,12,0,1,1,0,1
77,51,26/12/2018,0,2,A,0,1,A,10,12,4,4,14,25,7,6,1,1,0,0
85,12,26/12/2018,1,0,H,1,0,H,14,8,7,2,12,18,9,1,3,4,0,0
90,16,26/12/2018,1,3,A,1,2,A,10,5,3,4,13,13,4,2,1,2,0,0
1,68,29/12/2018,0,4,A,0,2,A,19,19,6,9,8,11,7,3,1,2,0,0
2,9,29/12/2018,0,0,D,0,0,D,8,11,1,3,7,14,8,5,2,1,0,0
6,23,29/12/2018,2,1,H,2,0,H,14,8,5,2,17,14,3,5,5,2,0,1
18,69,29/12/2018,1,1,D,1,0,H,14,22,5,3,9,14,5,11,3,2,0,0
28,82,29/12/2018,1,0,H,0,0,D,11,7,3,1,9,8,4,7,1,3,0,0
37,71,29/12/2018,2,5,A,2,1,H,13,13,6,7,13,9,3,10,1,1,1,0
40,34,29/12/2018,1,3,A,0,1,A,10,22,3,7,11,7,6,6,1,1,0,0
67,16,29/12/2018,0,2,A,0,1,A,10,5,3,2,8,14,6,3,0,3,0,0
75,12,29/12/2018,0,4,A,0,1,A,4,16,2,8,18,15,5,8,3,4,0,0
77,96,29/12/2018,1,0,H,1,0,H,5,16,3,5,16,12,2,10,3,2,0,0
85,80,29/12/2018,1,1,D,1,1,D,15,9,1,5,12,13,8,2,2,4,0,0
90,51,29/12/2018,2,2,D,1,0,H,7,12,4,5,22,11,2,3,2,3,0,0
9,85,01/01/2019,0,1,A,0,1,A,9,9,4,4,8,10,6,6,1,2,0,0
12,1,01/01/2019,3,0,H,2,0,H,15,12,8,2,14,15,8,7,3,6,0,1
16,18,01/01/2019,0,0,D,0,0,D,7,10,2,3,9,8,9,9,1,0,0,0
23,90,01/01/2019,2,1,H,2,0,H,12,11,3,4,19,14,8,3,0,4,0,0
34,75,01/01/2019,5,0,H,3,0,H,16,7,10,1,9,15,4,4,1,5,0,0
51,6,01/01/2019,0,0,D,0,0,D,9,11,3,3,7,17,8,5,1,1,0,0
68,77,01/01/2019,0,2,A,0,1,A,14,7,0,2,13,15,4,2,2,5,0,0
69,67,01/01/2019,3,0,H,2,0,H,11,14,5,4,14,15,6,11,3,3,0,0
71,2,01/01/2019,2,1,H,1,0,H,11,6,7,4,8,11,4,5,1,1,0,0
80,37,01/01/2019,0,0,D,0,0,D,16,6,3,1,14,11,8,5,4,2,0,0
82,40,01/01/2019,2,0,H,1,0,H,13,12,8,5,18,8,5,8,1,2,1,0
96,28,01/01/2019,0,2,A,0,1,A,9,12,4,3,13,10,7,5,2,0,0,0
23,85,05/01/2019,1,1,D,0,1,A,15,12,4,2,7,15,4,5,0,2,0,0
75,18,05/01/2019,0,4,A,0,2,A,14,18,4,7,11,6,4,7,3,1,0,0
77,28,05/01/2019,2,1,H,0,0,D,19,9,7,2,8,9,3,13,1,1,0,0
1,16,12/01/2019,0,0,D,0,0,D,14,9,6,2,11,15,8,5,1,1,0,0
6,12,12/01/2019,3,0,H,2,0,H,18,2,7,0,14,17,6,3,4,2,0,1
18,40,12/01/2019,2,3,A,0,2,A,31,7,10,7,11,15,9,1,1,1,0,0
28,2,12/01/2019,1,1,D,0,1,A,12,6,4,3,6,17,7,4,1,1,0,0
37,67,12/01/2019,2,2,D,2,0,H,8,5,6,4,6,7,3,11,1,2,0,0
68,75,12/01/2019,2,1,H,1,0,H,22,15,6,6,6,14,8,6,0,2,0,0
71,9,12/01/2019,0,1,A,0,0,D,4,6,2,2,10,9,7,2,0,0,0,0
80,23,12/01/2019,0,3,A,0,1,A,16,14,7,9,13,15,6,9,0,3,0,0
82,69,12/01/2019,2,3,A,0,1,A,9,8,3,4,12,13,3,1,3,3,0,0
85,51,12/01/2019,1,1,D,1,0,H,11,12,3,6,21,8,7,9,2,4,1,1
90,77,12/01/2019,1,2,A,0,1,A,6,4,2,3,11,13,4,1,2,1,0,0
96,34,12/01/2019,3,2,H,0,0,D,14,11,4,4,14,14,6,4,5,4,0,0
2,6,19/01/2019,1,4,A,1,1,D,7,18,2,11,6,10,4,10,2,2,0,0
9,80,19/01/2019,0,0,D,0,0,D,5,9,0,2,17,18,3,4,0,0,0,0
12,82,19/01/2019,0,4,A,0,2,A,3,11,1,10,8,15,6,8,1,2,0,0
16,96,19/01/2019,0,1,A,0,0,D,11,5,2,2,17,18,4,7,3,2,0,0
23,1,19/01/2019,1,0,H,0,0,D,14,10,3,4,17,14,4,3,2,4,1,1
34,18,19/01/2019,2,2,D,0,1,A,13,12,5,5,9,10,6,7,1,0,0,0
40,90,19/01/2019,0,3,A,0,2,A,9,8,1,4,7,9,7,2,0,0,0,0
51,68,19/01/2019,4,0,H,2,0,H,18,8,8,2,13,12,8,1,1,2,0,1
67,71,19/01/2019,2,1,H,2,0,H,12,5,4,2,16,12,10,6,1,3,0,0
69,28,19/01/2019,2,1,H,0,0,D,21,13,7,8,12,7,5,7,3,1,0,0
75,37,19/01/2019,1,1,D,0,1,A,18,9,7,4,17,11,8,3,2,1,0,1
77,85,19/01/2019,1,1,D,0,0,D,14,10,9,2,17,16,2,8,0,0,0,0
2,37,22/01/2019,0,3,A,0,2,A,3,12,1,9,11,13,6,6,1,1,0,0
69,90,22/01/2019,2,1,H,0,0,D,11,9,2,4,15,16,7,5,1,2,0,0
6,75,26/01/2019,2,1,H,0,0,D,16,9,4,3,13,10,2,6,2,3,0,0
18,12,26/01/2019,1,1,D,1,0,H,11,12,5,5,13,8,6,9,2,2,0,0
28,9,26/01/2019,0,2,A,0,0,D,13,3,4,3,13,13,3,3,0,1,0,0
37,77,26/01/2019,0,1,A,0,0,D,12,4,5,0,11,13,7,4,2,0,0,0
68,23,26/01/2019,0,0,D,0,0,D,8,12,2,3,13,12,8,5,1,3,0,0
82,51,26/01/2019,0,1,A,0,1,A,7,10,2,3,17,10,5,5,2,2,0,0
96,69,26/01/2019,1,0,H,1,0,H,9,5,7,1,14,12,3,2,1,3,0,0
9,96,29/01/2019,2,2,D,0,1,A,11,9,3,3,13,13,5,5,0,2,0,0
12,80,29/01/2019,4,3,H,2,1,H,16,8,8,6,12,12,4,3,1,1,0,0
16,68,29/01/2019,2,2,D,2,1,H,12,9,3,5,3,5,4,3,0,1,0,0
40,1,29/01/2019,0,0,D,0,0,D,15,9,8,4,14,15,7,5,1,1,0,0
51,71,29/01/2019,3,2,H,1,0,H,21,8,9,6,10,21,6,3,0,2,0,0
67,6,29/01/2019,2,2,D,1,0,H,14,10,7,4,6,11,9,3,2,5,0,0
6,77,02/02/2019,2,0,H,2,0,H,21,5,7,2,11,10,6,3,3,2,0,0
18,67,02/02/2019,0,0,D,0,0,D,2,22,0,7,12,12,1,13,3,1,1,0
28,40,02/02/2019,1,1,D,0,0,D,21,10,6,2,7,15,8,6,1,1,0,0
37,23,02/02/2019,1,0,H,0,0,D,10,6,3,1,18,18,4,5,2,2,0,1
68,69,02/02/2019,0,1,A,0,0,D,11,19,4,3,10,19,5,5,0,2,1,0
71,34,02/02/2019,1,1,D,0,1,A,12,8,4,3,12,17,12,4,4,1,0,0
80,51,02/02/2019,0,3,A,0,1,A,12,9,3,7,20,11,4,3,4,1,0,0
82,16,02/02/2019,1,2,A,1,2,A,5,16,3,8,7,8,4,5,3,4,0,0
85,2,02/02/2019,1,0,H,0,0,D,11,9,2,2,13,9,9,2,2,3,0,0
90,75,02/02/2019,1,2,A,1,1,D,13,11,4,2,16,8,9,4,2,2,0,0
96,12,02/02/2019,0,0,D,0,0,D,6,10,1,1,15,8,6,6,2,0,0,0
2,18,09/02/2019,0,2,A,0,1,A,5,11,1,5,9,8,7,10,0,0,0,0
9,90,09/02/2019,2,0,H,1,0,H,11,7,4,4,11,12,1,8,1,1,0,0
12,37,09/02/2019,0,1,A,0,1,A,10,7,2,3,11,15,7,3,2,5,0,0
16,80,09/02/2019,1,1,D,0,1,A,7,15,4,3,18,20,3,5,3,2,0,1
23,82,09/02/2019,1,1,D,0,1,A,21,12,10,2,11,14,9,4,3,2,0,1
34,68,09/02/2019,3,1,H,0,1,A,19,8,9,3,14,14,6,3,2,2,0,1
40,6,09/02/2019,1,4,A,0,2,A,6,24,2,14,8,16,6,4,3,2,0,0
51,96,09/02/2019,3,0,H,1,0,H,17,11,8,3,7,12,5,4,2,1,0,0
67,85,09/02/2019,1,1,D,0,1,A,12,5,4,2,8,12,5,8,2,3,0,0
69,71,09/02/2019,1,1,D,0,0,D,10,13,1,6,9,17,6,4,0,3,0,0
75,28,09/02/2019,0,1,A,0,0,D,7,16,2,4,17,8,6,9,3,1,0,0
77,1,09/02/2019,2,0,H,2,0,H,10,17,4,5,13,11,6,10,3,2,0,0
34,82,12/02/2019,3,0,H,1,0,H,15,5,10,1,7,10,8,1,1,0,0,0
85,9,12/02/2019,1,1,D,0,1,A,18,11,7,5,10,11,8,3,0,1,0,0
90,2,12/02/2019,0,1,A,0,0,D,12,11,2,6,9,11,5,5,2,3,0,0
85,1,15/02/2019,2,2,D,0,1,A,20,9,6,4,12,8,4,3,1,1,0,0
6,96,16/02/2019,2,1,H,1,0,H,15,9,7,4,11,16,9,6,1,4,0,1
12,69,16/02/2019,0,0,D,0,0,D,15,7,4,2,4,8,12,5,1,1,0,0
23,9,16/02/2019,0,0,D,0,0,D,15,8,3,1,16,14,7,2,1,2,0,0
28,90,16/02/2019,3,0,H,2,0,H,14,4,8,2,10,12,4,1,1,0,0,0
37,51,16/02/2019,1,2,A,0,1,A,12,5,4,3,12,10,7,2,4,3,0,0
40,77,16/02/2019,1,0,H,1,0,H,7,8,1,3,10,18,2,6,1,1,0,0
67,68,16/02/2019,0,1,A,0,0,D,12,13,3,4,17,15,4,8,3,3,0,0
80,18,16/02/2019,1,1,D,1,1,D,7,10,3,3,19,20,1,5,3,2,0,0
82,71,16/02/2019,3,3,D,1,3,A,13,10,7,6,10,9,4,7,2,2,0,0
1,67,19/02/2019,4,2,H,1,0,H,12,12,7,4,10,13,1,7,2,1,0,0
6,18,19/02/2019,0,0,D,0,0,D,15,6,4,1,6,6,5,5,1,1,0,0
71,16,19/02/2019,1,1,D,0,1,A,4,8,3,4,11,13,3,2,2,0,0,0
75,2,19/02/2019,3,4,A,2,1,H,18,22,7,7,10,13,7,10,0,2,0,0
85,40,19/02/2019,4,2,H,2,2,D,18,13,11,6,9,14,10,3,2,3,0,0
1,82,23/02/2019,1,1,D,0,1,A,10,12,4,1,6,12,6,10,2,2,0,0
2,23,23/02/2019,1,2,A,1,0,H,13,16,5,7,9,11,6,10,3,3,0,0
9,67,23/02/2019,0,1,A,0,1,A,10,9,3,5,11,15,7,2,3,2,0,0
16,85,23/02/2019,0,2,A,0,1,A,6,6,0,2,10,9,5,6,0,3,0,0
18,37,23/02/2019,0,1,A,0,0,D,10,4,2,1,8,16,13,1,0,4,0,0
68,80,23/02/2019,1,2,A,1,2,A,11,11,6,4,7,20,2,7,0,2,1,1
69,75,23/02/2019,5,1,H,1,0,H,25,10,14,3,8,13,16,3,1,1,0,1
71,6,23/02/2019,0,0,D,0,0,D,5,12,3,2,8,14,5,6,1,1,0,0
77,34,23/02/2019,1,1,D,0,1,A,13,15,7,5,17,9,4,4,2,1,0,0
90,12,23/02/2019,3,2,H,1,1,D,8,23,4,7,11,12,2,6,2,2,1,0
96,40,23/02/2019,0,1,A,0,0,D,12,8,3,3,10,13,3,4,0,1,0,0
51,28,24/02/2019,1,1,D,1,1,D,13,6,5,1,13,17,7,0,2,3,0,0
80,34,26/02/2019,2,0,H,2,0,H,11,13,5,5,11,16,3,3,3,1,0,0
1,28,02/03/2019,0,1,A,0,0,D,9,7,1,2,10,12,4,7,2,0,0,0
16,9,02/03/2019,4,0,H,2,0,H,17,16,8,5,12,10,1,8,1,1,0,0
18,90,02/03/2019,0,0,D,0,0,D,6,4,3,2,9,13,7,1,1,1,0,0
34,23,02/03/2019,1,1,D,0,0,D,12,9,3,3,12,13,10,7,1,0,0,0
37,40,02/03/2019,1,1,D,0,0,D,13,14,3,1,8,9,9,7,2,2,0,0
51,75,02/03/2019,2,0,H,0,0,D,19,4,8,2,10,21,7,4,2,2,0,1
67,77,02/03/2019,2,1,H,0,0,D,4,11,2,6,13,13,3,4,0,2,0,0
68,96,02/03/2019,4,2,H,3,2,H,12,14,6,2,10,15,6,7,2,2,0,0
71,12,02/03/2019,5,1,H,2,0,H,17,7,8,4,10,13,6,3,0,2,0,0
80,2,02/03/2019,0,0,D,0,0,D,12,1,6,0,10,10,11,6,0,0,0,0
82,6,02/03/2019,0,3,A,0,0,D,10,20,3,5,14,10,12,5,0,1,0,1
85,69,02/03/2019,2,0,H,1,0,H,12,9,7,4,7,8,8,2,1,1,0,0
1,9,05/03/2019,1,2,A,1,1,D,12,12,2,8,11,12,8,3,4,1,1,0
28,18,08/03/2019,1,2,A,0,1,A,10,15,3,6,13,11,6,3,2,3,1,0
2,34,09/03/2019,2,0,H,0,0,D,10,13,4,4,10,6,3,7,1,0,0,1
6,1,09/03/2019,2,0,H,2,0,H,26,8,9,4,16,5,6,2,1,1,0,0
9,82,09/03/2019,2,2,D,1,1,D,15,6,7,5,5,12,11,5,1,3,0,0
12,68,09/03/2019,3,1,H,0,0,D,13,15,7,6,17,14,4,6,2,1,0,0
23,71,09/03/2019,2,1,H,1,1,D,17,9,4,3,16,11,9,3,0,3,0,0
40,67,09/03/2019,1,0,H,0,0,D,7,9,2,1,15,16,5,8,2,1,0,0
69,51,09/03/2019,0,0,D,0,0,D,6,13,1,5,18,12,2,11,4,2,0,0
75,80,09/03/2019,2,1,H,1,0,H,10,18,6,7,18,18,4,9,3,2,0,0
77,16,09/03/2019,0,1,A,0,1,A,15,8,4,1,14,13,6,1,2,4,0,0
90,37,09/03/2019,2,0,H,0,0,D,7,5,3,1,8,4,7,2,1,0,0,0
96,85,09/03/2019,1,1,D,1,0,H,9,4,4,2,15,12,6,3,1,3,2,1
2,68,12/03/2019,1,0,H,0,0,D,13,9,5,4,7,10,7,5,1,3,0,1
6,85,12/03/2019,0,0,D,0,0,D,14,6,4,1,10,13,6,8,1,2,0,0
9,34,12/03/2019,1,1,D,0,0,D,14,10,2,4,9,19,8,4,1,0,0,0
12,51,12/03/2019,0,1,A,0,1,A,5,17,1,5,14,15,7,7,2,3,0,0
23,18,12/03/2019,2,1,H,2,1,H,7,11,2,2,10,16,4,5,0,0,0,0
28,37,12/03/2019,2,1,H,2,1,H,8,22,3,7,8,10,2,13,2,1,0,0
40,16,12/03/2019,0,1,A,0,0,D,12,7,1,3,11,9,12,5,1,0,0,0
69,80,12/03/2019,2,1,H,1,0,H,16,12,10,4,13,21,8,8,0,3,0,0
75,67,12/03/2019,0,0,D,0,0,D,11,10,3,5,11,13,10,8,1,1,0,0
77,82,12/03/2019,4,1,H,1,1,D,14,11,9,1,12,18,2,3,2,1,0,0
90,71,12/03/2019,2,3,A,0,2,A,5,10,4,4,15,10,6,3,3,1,0,0
96,1,12/03/2019,1,3,A,1,1,D,12,18,6,9,18,9,5,13,1,1,0,0
34,6,15/03/2019,0,0,D,0,0,D,13,15,7,3,13,16,5,5,0,2,0,0
16,23,16/03/2019,0,0,D,0,0,D,9,5,1,2,7,12,6,6,1,1,0,0
18,9,16/03/2019,3,0,H,2,0,H,10,10,4,2,14,9,7,7,0,2,0,0
37,69,16/03/2019,2,0,H,0,0,D,13,6,6,1,10,10,5,7,1,0,0,0
51,40,16/03/2019,2,2,D,1,0,H,14,10,6,5,2,14,9,1,0,1,0,0
67,12,16/03/2019,1,0,H,0,0,D,26,4,5,0,12,9,5,3,2,2,0,0
68,28,16/03/2019,1,2,A,0,1,A,15,9,8,5,11,5,7,4,3,0,0,0
71,77,16/03/2019,2,0,H,0,0,D,15,1,6,1,8,18,8,0,1,1,0,0
80,96,16/03/2019,2,1,H,0,0,D,12,10,4,6,12,9,7,4,3,2,0,0
82,2,16/03/2019,0,1,A,0,0,D,10,8,4,3,11,8,5,7,1,1,0,0
85,90,16/03/2019,2,1,H,1,1,D,14,7,6,3,15,19,7,1,3,2,0,0
2,40,23/03/2019,2,4,A,1,2,A,13,12,6,6,12,10,2,3,2,2,0,0
12,9,23/03/2019,1,4,A,0,1,A,14,11,3,5,11,11,7,2,2,3,0,0
18,1,23/03/2019,5,2,H,1,2,A,22,9,13,6,13,12,7,7,3,1,0,0
28,67,23/03/2019,0,1,A,0,0,D,9,10,4,5,10,15,3,9,1,3,0,0
51,34,23/03/2019,4,0,H,1,0,H,29,4,11,2,6,17,8,5,1,3,0,0
68,82,23/03/2019,2,0,H,1,0,H,16,4,7,0,14,18,5,2,1,1,0,0
69,16,23/03/2019,2,2,D,0,0,D,13,14,4,5,8,7,8,9,1,1,0,0
75,77,23/03/2019,3,1,H,1,1,D,13,10,7,3,11,9,11,7,0,2,0,0
80,71,23/03/2019,0,2,A,0,1,A,19,11,6,5,18,14,4,3,1,5,0,0
90,6,23/03/2019,0,1,A,0,0,D,13,14,4,5,16,11,2,7,1,3,0,0
34,16,26/03/2019,4,1,H,3,0,H,16,7,7,7,12,17,5,3,1,3,0,0
1,37,30/03/2019,0,1,A,0,0,D,8,11,1,5,14,12,5,5,2,3,0,0
6,28,30/03/2019,2,2,D,1,1,D,14,5,5,5,12,8,2,4,3,1,0,0
9,69,30/03/2019,2,2,D,0,1,A,8,8,5,2,12,13,2,1,2,2,0,0
16,51,30/03/2019,1,2,A,1,2,A,6,11,1,3,15,17,2,5,1,0,0,0
23,12,30/03/2019,1,0,H,1,0,H,12,7,5,1,7,13,6,2,0,0,0,0
34,90,30/03/2019,3,1,H,3,1,H,15,15,5,7,15,13,6,9,0,1,0,0
40,75,30/03/2019,1,1,D,1,1,D,16,10,3,3,12,13,6,3,2,5,0,0
67,96,30/03/2019,2,1,H,1,1,D,10,10,4,5,16,16,8,2,2,1,0,0
77,2,30/03/2019,1,2,A,0,2,A,9,6,2,3,10,12,5,5,6,2,0,0
82,80,30/03/2019,0,2,A,0,0,D,4,9,1,2,15,15,6,4,1,2,0,0
1,85,03/04/2019,0,3,A,0,2,A,12,21,5,9,11,20,2,6,4,2,0,0
2,1,06/04/2019,1,1,D,1,1,D,15,8,3,4,14,17,7,5,3,3,0,0
12,34,06/04/2019,0,1,A,0,0,D,13,11,3,1,11,12,7,4,1,3,0,0
18,6,06/04/2019,3,1,H,1,0,H,12,14,5,6,8,10,4,4,1,2,0,0
37,82,06/04/2019,2,2,D,0,1,A,5,5,4,3,9,17,5,4,3,2,0,0
51,9,06/04/2019,2,2,D,1,1,D,17,6,2,4,9,23,11,4,0,4,1,0
68,40,06/04/2019,2,0,H,0,0,D,15,11,7,3,17,9,4,6,2,2,0,0
69,23,06/04/2019,0,2,A,0,1,A,16,7,6,3,7,19,9,6,0,5,0,0
75,85,06/04/2019,1,2,A,1,0,H,7,13,1,7,13,13,4,3,2,2,0,0
80,77,06/04/2019,1,1,D,0,1,A,13,8,3,2,11,11,13,2,0,1,0,0
90,67,06/04/2019,1,3,A,1,1,D,10,11,4,4,17,16,6,4,3,1,0,2
96,71,06/04/2019,2,3,A,0,1,A,14,10,6,6,16,11,6,4,0,1,0,0
28,16,07/04/2019,0,0,D,0,0,D,19,6,7,3,11,17,7,2,1,1,0,0
1,75,09/04/2019,0,1,A,0,0,D,12,7,4,2,7,15,6,1,0,3,0,0
85,18,09/04/2019,1,1,D,1,1,D,12,11,5,6,11,11,7,9,0,1,0,0
96,23,09/04/2019,0,1,A,0,1,A,10,6,7,4,20,12,4,4,2,1,0,0
1,90,13/04/2019,2,1,H,1,1,D,10,6,4,3,11,21,5,4,1,4,0,1
6,37,13/04/2019,4,2,H,2,0,H,17,11,7,4,13,13,9,7,2,2,0,1
9,68,13/04/2019,0,1,A,0,1,A,7,10,1,4,14,9,3,1,1,0,0,0
16,12,13/04/2019,3,2,H,1,1,D,14,12,8,5,11,10,10,11,4,0,0,0
23,51,13/04/2019,3,1,H,0,1,A,9,6,3,3,11,11,5,3,2,3,0,1
34,69,13/04/2019,2,0,H,2,0,H,24,10,7,1,11,9,9,6,1,2,0,0
40,80,13/04/2019,0,2,A,0,0,D,7,9,1,4,13,10,4,6,1,1,0,0
67,2,13/04/2019,0,0,D,0,0,D,14,4,4,0,10,9,8,4,0,2,0,0
71,75,13/04/2019,4,1,H,2,0,H,16,9,10,6,6,20,5,1,0,3,0,0
77,18,13/04/2019,0,3,A,0,1,A,6,13,1,8,7,13,3,8,1,1,0,0
82,96,13/04/2019,0,2,A,0,0,D,5,11,2,4,11,11,9,4,1,2,0,0
85,28,13/04/2019,4,5,A,3,3,D,12,11,7,7,6,13,1,5,1,2,0,0
2,16,19/04/2019,1,1,D,1,0,H,7,14,4,6,9,5,10,5,1,2,0,0
6,80,19/04/2019,2,1,H,1,1,D,14,13,3,5,7,11,6,9,0,2,0,0
18,71,19/04/2019,1,2,A,0,1,A,12,9,4,4,14,17,6,4,1,2,0,0
28,12,19/04/2019,2,0,H,1,0,H,22,9,6,5,4,11,6,6,2,1,0,1
37,68,19/04/2019,1,1,D,0,0,D,9,12,5,3,13,15,5,6,4,1,0,0
40,69,19/04/2019,3,1,H,0,1,A,10,9,4,4,15,10,7,3,1,2,0,0
67,23,19/04/2019,2,1,H,2,1,H,7,20,3,6,16,9,2,14,3,2,1,1
75,96,19/04/2019,1,0,H,0,0,D,13,16,3,7,8,13,6,9,1,0,0,0
77,9,19/04/2019,0,0,D,0,0,D,12,16,4,7,18,12,7,7,0,0,0,0
85,34,19/04/2019,2,0,H,2,0,H,12,5,5,3,11,14,5,2,1,1,0,0
90,82,19/04/2019,1,1,D,0,1,A,8,10,3,3,15,14,5,8,2,4,0,0
1,51,20/04/2019,0,3,A,0,1,A,4,21,0,15,12,11,1,4,2,1,1,0
9,37,22/04/2019,2,1,H,1,1,D,7,11,3,3,11,17,4,5,1,3,0,1
12,40,22/04/2019,1,1,D,1,0,H,9,13,3,1,9,14,4,1,2,0,0,0
16,75,22/04/2019,0,1,A,0,0,D,9,8,1,2,16,20,6,2,2,4,0,0
23,77,22/04/2019,4,0,H,1,0,H,15,14,6,4,6,9,8,7,0,1,0,0
68,85,22/04/2019,1,1,D,0,0,D,12,17,5,6,10,10,7,9,2,2,0,0
69,6,22/04/2019,0,3,A,0,3,A,10,17,4,11,10,14,3,9,0,0,0,0
71,28,22/04/2019,2,1,H,0,1,A,11,9,3,2,6,6,7,7,0,1,0,0
80,67,22/04/2019,2,3,A,2,1,H,14,6,4,3,12,12,6,3,4,3,0,1
82,18,22/04/2019,3,2,H,1,0,H,12,7,6,5,9,6,5,3,1,2,0,0
